mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__ngram_range,param_tfidf__max_features,param_select__k,param_nb__alpha,param_adasyn__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.462917423248291,0.18912808101220968,0.08070521354675293,0.01071249038129025,"(1, 3)",5000,all,1.2,3,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 5000, 'select__k': 'all', 'nb__alpha': 1.2, 'adasyn__n_neighbors': 3}",0.4428766835655092,0.5007556101913138,0.48116285101781886,0.4767053466505494,0.4511520118128597,0.47053050064761015,0.020999963205742163,16
1.2684847354888915,0.29375649521522257,0.038582563400268555,0.05297877806418461,"(1, 3)",3000,all,1.5,10,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 3000, 'select__k': 'all', 'nb__alpha': 1.5, 'adasyn__n_neighbors': 10}",0.45492382567451306,,,,0.41718356594447614,,,37
0.49332008361816404,0.18010404847991032,0.010850191116333008,0.013664379723581315,"(1, 1)",3000,1500,1.3,10,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 1500, 'nb__alpha': 1.3, 'adasyn__n_neighbors': 10}",0.4700106079033809,,,,0.38965366388215517,,,37
1.0741148948669434,0.19876018897235684,0.0239471435546875,0.03309691251073703,"(1, 2)",3000,500,1.3,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 3000, 'select__k': 500, 'nb__alpha': 1.3, 'adasyn__n_neighbors': 10}",0.514932478559246,,,,0.4195600921754288,,,37
0.9885838985443115,0.33875152278866066,0.06200995445251465,0.03751113483307069,"(1, 2)",4000,1000,1.3,7,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 4000, 'select__k': 1000, 'nb__alpha': 1.3, 'adasyn__n_neighbors': 7}",0.4874785383941904,0.49898776060058714,0.45266929402683764,0.4738446281955929,0.4789406383000523,0.47838417190345217,0.015423277376769694,10
1.8599102020263671,0.3956690172430384,0.09504818916320801,0.03274287720894048,"(1, 3)",5000,all,0.3,7,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 5000, 'select__k': 'all', 'nb__alpha': 0.3, 'adasyn__n_neighbors': 7}",0.4399221095042972,0.5182698602803768,0.40216653046789874,0.4834292250857745,0.43566671803891255,0.455890888675452,0.04049647323336336,31
0.7665873527526855,0.06490228594143536,0.019066381454467773,0.0233649369464072,"(1, 2)",4000,1500,2.0,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 4000, 'select__k': 1500, 'nb__alpha': 2.0, 'adasyn__n_neighbors': 10}",0.4568304933117384,,,,0.43549069454618083,,,37
1.1756155490875244,0.3270934336065446,0.05497221946716309,0.007891699958511678,"(1, 2)",,1000,0.7,3,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 1000, 'nb__alpha': 0.7, 'adasyn__n_neighbors': 3}",0.501019358349484,0.5200335887515963,0.514680065708744,0.4680324269964478,0.37156054610075806,0.47506519718140605,0.054822960851431436,12
0.4517862796783447,0.03405224892720091,0.010262393951416015,0.012629295754341371,"(1, 1)",3000,500,1.5,10,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 500, 'nb__alpha': 1.5, 'adasyn__n_neighbors': 10}",0.5155726144728502,,,,0.44401092168392664,,,37
1.1453304767608643,0.24486423991157016,0.029429531097412108,0.03607900969297075,"(1, 2)",,1000,0.2,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 1000, 'nb__alpha': 0.2, 'adasyn__n_neighbors': 10}",0.44886758672599203,,,,0.368170998065013,,,37
1.0048420906066895,0.14725032098922158,0.030118322372436522,0.03818856505649465,"(1, 2)",,1000,1.8,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 1000, 'nb__alpha': 1.8, 'adasyn__n_neighbors': 10}",0.4607281079615133,,,,0.374420998065013,,,37
0.5125636100769043,0.045726232366683474,0.027578401565551757,0.0035052187973538336,"(1, 1)",3000,all,0.7999999999999999,7,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 'all', 'nb__alpha': 0.7999999999999999, 'adasyn__n_neighbors': 7}",0.4791653112965957,0.5316792344535487,0.4362892046721125,0.4828167136089764,0.42704221136266024,0.4713985350787787,0.03748228612582231,14
0.5083930492401123,0.10655782015757724,0.024129104614257813,0.003657627381722186,"(1, 1)",2000,500,0.5,7,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 2000, 'select__k': 500, 'nb__alpha': 0.5, 'adasyn__n_neighbors': 7}",0.5376123946160277,0.46077970930026646,0.48271627869549183,0.49186455188145045,0.5219680993371767,0.4989882067660826,0.0275510970028127,1
0.4874877452850342,0.09330884580049331,0.024508190155029298,0.003927924796930924,"(1, 1)",2000,1500,0.1,7,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 2000, 'select__k': 1500, 'nb__alpha': 0.1, 'adasyn__n_neighbors': 7}",0.4528975758527015,0.48394682024054314,0.4710462187784507,0.49904661691067387,0.3980526596174975,0.46099797827997335,0.03493721524993219,25
0.7245807647705078,0.045481338681104405,0.04231514930725098,0.007073142593195336,"(1, 2)",2000,all,0.2,3,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 2000, 'select__k': 'all', 'nb__alpha': 0.2, 'adasyn__n_neighbors': 3}",0.4565855314971576,0.47246983444688195,0.4975747765090198,0.4708640413851071,0.3898219812808341,0.45746323302380015,0.036303787596060996,28
1.625828504562378,0.37646827079343836,0.07151231765747071,0.018997307668737296,"(1, 3)",4000,1000,0.4,5,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 4000, 'select__k': 1000, 'nb__alpha': 0.4, 'adasyn__n_neighbors': 5}",0.4858814859354922,0.45406816995731225,0.47851567301462294,0.4782387695138712,0.42673569963937796,0.4646879596121353,0.021804355685530293,20
0.9352494239807129,0.22404011584670155,0.060788869857788086,0.03124594162240933,"(1, 2)",5000,1500,1.0999999999999999,3,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 5000, 'select__k': 1500, 'nb__alpha': 1.0999999999999999, 'adasyn__n_neighbors': 3}",0.5066609109249526,0.475002845069865,0.4631716383123228,0.49446372605169686,0.398292066730346,0.4675182374178366,0.03775018736521611,18
0.49149127006530763,0.09074460359945115,0.02753739356994629,0.010106667660039691,"(1, 1)",,500,1.4,5,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': None, 'select__k': 500, 'nb__alpha': 1.4, 'adasyn__n_neighbors': 5}",0.5123139288570357,0.43530604748571344,0.5141547043523189,0.4593885476699001,0.3978466277484357,0.4638019712226808,0.04487852733106769,22
0.921961498260498,0.18386559868849695,0.016014623641967773,0.019614840383524755,"(1, 2)",5000,all,1.8,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 5000, 'select__k': 'all', 'nb__alpha': 1.8, 'adasyn__n_neighbors': 10}",0.43773749938076334,,,,0.452088322428098,,,37
0.5312924861907959,0.08882324045529734,0.029330921173095704,0.00810595049286225,"(1, 1)",2000,all,1.4,5,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 2000, 'select__k': 'all', 'nb__alpha': 1.4, 'adasyn__n_neighbors': 5}",0.4825589936671044,0.5032278587157837,0.5023892727454546,0.5051573474377484,0.4376329588611384,0.48619328628544595,0.025625907722760428,3
0.6986359596252442,0.07314399573386007,0.01359715461730957,0.016789262913179545,"(1, 2)",1000,all,1.4,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 1000, 'select__k': 'all', 'nb__alpha': 1.4, 'adasyn__n_neighbors': 10}",0.4436724722000645,,,,0.39668378265635124,,,37
1.4624195098876953,0.32495400729568924,0.03515181541442871,0.046114507017835225,"(1, 3)",4000,500,1.0999999999999999,10,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 4000, 'select__k': 500, 'nb__alpha': 1.0999999999999999, 'adasyn__n_neighbors': 10}",0.4962400454544995,,,,0.4027228300997004,,,37
1.3286712169647217,0.16935178182695462,0.06079974174499512,0.006039258284501961,"(1, 3)",5000,1000,1.7,3,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 5000, 'select__k': 1000, 'nb__alpha': 1.7, 'adasyn__n_neighbors': 3}",0.49454911545200236,0.460141157132232,0.46468423891190985,0.458109030321591,0.386167987048598,0.4527303057732667,0.03579414206281601,32
0.880378007888794,0.14010155277960756,0.01749892234802246,0.021579914911641913,"(1, 2)",1000,1000,0.4,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 1000, 'select__k': 1000, 'nb__alpha': 0.4, 'adasyn__n_neighbors': 10}",0.4111713708434054,,,,0.39820832554623076,,,37
0.8180169105529785,0.0693854889652511,0.04093937873840332,0.00736070454434922,"(1, 2)",1000,500,0.7999999999999999,7,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 1000, 'select__k': 500, 'nb__alpha': 0.7999999999999999, 'adasyn__n_neighbors': 7}",0.4321293160796303,0.459997608057967,0.49600739692123075,0.46004389668133266,0.4340539139479289,0.4564464263376179,0.023166223431642156,29
0.9902842998504638,0.29288307938616087,0.048825740814208984,0.004547677719847124,"(1, 2)",5000,500,1.8,7,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 5000, 'select__k': 500, 'nb__alpha': 1.8, 'adasyn__n_neighbors': 7}",0.5030206838950947,0.4603619006993793,0.48831406107746506,0.5017681388735661,0.44926205476392506,0.48054536786188606,0.0219176479557896,8
0.8893314838409424,0.17678715049645619,0.019434309005737303,0.025380439846410585,"(1, 2)",1000,1000,0.7999999999999999,10,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 1000, 'select__k': 1000, 'nb__alpha': 0.7999999999999999, 'adasyn__n_neighbors': 10}",0.44193772488401317,,,,0.4051158275441318,,,37
0.5439409732818603,0.12832422986894235,0.032365608215332034,0.011045843829869968,"(1, 1)",3000,1000,0.1,7,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 1000, 'nb__alpha': 0.1, 'adasyn__n_neighbors': 7}",0.4937661696597282,0.4559260331314571,0.49095572472327953,0.5023905422846393,0.3824451595103091,0.46509672586188266,0.04426474127042937,19
0.5011717319488526,0.08126530118215275,0.028115606307983397,0.006859338137759916,"(1, 1)",3000,1500,0.7,3,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 1500, 'nb__alpha': 0.7, 'adasyn__n_neighbors': 3}",0.4730551734823142,0.5010519662102055,0.5095851966262289,0.47403707362732495,0.4118799817911414,0.4739218783474429,0.034228278699560036,13
1.1507548809051513,0.0848230849082804,0.06706199645996094,0.012318283686213726,"(1, 3)",1000,500,1.5999999999999999,3,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'select__k': 500, 'nb__alpha': 1.5999999999999999, 'adasyn__n_neighbors': 3}",0.42765680336379475,0.4508659559330579,0.48907705412742164,0.33423760731437263,0.4480518004130847,0.4299778442303463,0.051821381510897685,36
1.2012844562530518,0.09270397914932554,0.06621174812316895,0.018203020371813535,"(1, 3)",1000,1500,1.5999999999999999,5,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'select__k': 1500, 'nb__alpha': 1.5999999999999999, 'adasyn__n_neighbors': 5}",0.4478916065375217,0.4795090971922741,0.4989435545951329,0.40721795631560687,0.4058225467047163,0.4478769522690504,0.03749698030410795,34
1.1892712593078614,0.21251091336701644,0.07794737815856934,0.017184201283899855,"(1, 2)",5000,1000,0.8999999999999999,5,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 5000, 'select__k': 1000, 'nb__alpha': 0.8999999999999999, 'adasyn__n_neighbors': 5}",0.46720826812392013,0.4835178006320873,0.4729940564732696,0.5211641782041441,0.535177031444176,0.4960122669755195,0.02713712390108406,2
1.3182055950164795,0.10570426055785341,0.05314126014709473,0.004236298475696342,"(1, 3)",4000,500,1.9,5,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 4000, 'select__k': 500, 'nb__alpha': 1.9, 'adasyn__n_neighbors': 5}",0.5081519475372578,0.45262018564699363,0.4655744072358785,0.5226542520294161,0.3689252038924732,0.4635851992684038,0.053963045210531684,24
0.3774425983428955,0.03674345555571791,0.022122716903686522,0.002771201650762476,"(1, 1)",2000,1500,1.4,3,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 2000, 'select__k': 1500, 'nb__alpha': 1.4, 'adasyn__n_neighbors': 3}",0.4875277519130622,0.507090024781405,0.49395764452694496,0.510166873894069,0.42663022271812795,0.4850745035667218,0.030380825557170858,4
0.6070202350616455,0.17346581233749556,0.03703289031982422,0.009810073828867161,"(1, 1)",3000,500,0.6,5,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 500, 'nb__alpha': 0.6, 'adasyn__n_neighbors': 5}",0.5230705406618604,0.46255025422033885,0.5061169327620797,0.5017418141351728,0.40171335363822896,0.4790385790835362,0.0434477688889708,9
0.5665884494781495,0.14381570207287417,0.030727100372314454,0.01113957003533403,"(1, 1)",4000,1500,0.3,3,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 4000, 'select__k': 1500, 'nb__alpha': 0.3, 'adasyn__n_neighbors': 3}",0.4543848875668397,0.43011361268924597,0.468519998562491,0.516562531901241,0.4113559085036641,0.45618738784469637,0.03602833219836644,30
1.0548606395721436,0.10501476366486179,0.05091900825500488,0.004938727277636843,"(1, 2)",,all,1.8,5,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 'all', 'nb__alpha': 1.8, 'adasyn__n_neighbors': 5}",0.4634283589924792,0.46627560953505953,0.5055163886440956,0.5214533793669834,0.45118174964652524,0.4815710972370287,0.02702072075460027,7
2.085353708267212,0.5368174825962904,0.1074643611907959,0.02501006300197414,"(1, 3)",,1500,0.2,7,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': None, 'select__k': 1500, 'nb__alpha': 0.2, 'adasyn__n_neighbors': 7}",0.5072363934746102,0.49219578455698676,0.5060036833563544,0.4461404301044509,0.36720664307946105,0.4637565869143727,0.05313439438654738,23
1.7071663379669189,0.39116222945560586,0.030997562408447265,0.03810796840952142,"(1, 3)",5000,1500,0.5,10,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 5000, 'select__k': 1500, 'nb__alpha': 0.5, 'adasyn__n_neighbors': 10}",0.44282397262316747,,,,0.46843228775897106,,,37
0.5367909431457519,0.15945452805634447,0.03147282600402832,0.007984217213181637,"(1, 1)",4000,1000,0.7,5,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 4000, 'select__k': 1000, 'nb__alpha': 0.7, 'adasyn__n_neighbors': 5}",0.49234002020480816,0.4389904455132011,0.5002372540870047,0.5188849629647307,0.3896444232557076,0.4680194212050905,0.04733308644721958,17
0.9065771579742432,0.1373341249578177,0.042035150527954104,0.0036591207005045646,"(1, 2)",3000,1500,1.8,3,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 3000, 'select__k': 1500, 'nb__alpha': 1.8, 'adasyn__n_neighbors': 3}",0.543355574671855,0.4885126886209705,0.5105793174228171,0.48990416867188746,0.38005785220560784,0.4824819203186276,0.054913049786186975,5
1.164269781112671,0.2663600657407208,0.06955060958862305,0.01097529912457158,"(1, 2)",,500,0.2,5,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 500, 'nb__alpha': 0.2, 'adasyn__n_neighbors': 5}",0.499903443309767,0.4562562239972333,0.42585770718358656,0.4356983109640939,0.3542941665837551,0.4344019704076872,0.04745523473479522,35
1.0645607471466065,0.05998121320918402,0.05924158096313477,0.00464937907324861,"(1, 2)",,1000,0.5,7,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 1000, 'nb__alpha': 0.5, 'adasyn__n_neighbors': 7}",0.43465294564567936,0.49212159789540355,0.499445009552143,0.4658264338693201,0.35892910608465467,0.4501950186094401,0.050987770342500675,33
1.1925088882446289,0.2558978234603369,0.06733498573303223,0.03764651234244949,"(1, 2)",4000,1000,0.9999999999999999,7,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': 4000, 'select__k': 1000, 'nb__alpha': 0.9999999999999999, 'adasyn__n_neighbors': 7}",0.4874785383941904,0.49675561774344423,0.45266929402683764,0.4761173554683201,0.47862891760179793,0.47832994464691814,0.014742158068339324,11
1.2192646980285644,0.04614366760418211,0.06225419044494629,0.011364228910253524,"(1, 3)",1000,500,1.5,7,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 1000, 'select__k': 500, 'nb__alpha': 1.5, 'adasyn__n_neighbors': 7}",0.4438189343113734,0.4646754758363073,0.5075336082829685,0.37989992099455283,0.4995941422842919,0.4591044163418988,0.04587556928688421,27
1.187178945541382,0.3224055375751709,0.062137603759765625,0.014518488889762938,"(1, 2)",,all,0.8999999999999999,3,"{'tfidf__ngram_range': (1, 2), 'tfidf__max_features': None, 'select__k': 'all', 'nb__alpha': 0.8999999999999999, 'adasyn__n_neighbors': 3}",0.449966469597754,0.46781188215759684,0.5011107035564805,0.5059140633596763,0.4318828687282553,0.4713371974799526,0.028662872269671312,15
1.3484066009521485,0.19023154119120095,0.05628499984741211,0.011162210204782013,"(1, 3)",3000,500,0.1,7,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 3000, 'select__k': 500, 'nb__alpha': 0.1, 'adasyn__n_neighbors': 7}",0.4746364259276671,0.4503316361873095,0.457350208699221,0.501365735790365,0.4125957975630669,0.4592559608335258,0.029224093318500385,26
1.287439727783203,0.13748279223854165,0.02802243232727051,0.03452389553341801,"(1, 3)",4000,all,1.5,10,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 4000, 'select__k': 'all', 'nb__alpha': 1.5, 'adasyn__n_neighbors': 10}",0.4491981706484849,,,,0.42649148447932733,,,37
1.3132125377655028,0.20958436320904883,0.046754646301269534,0.016063397763715286,"(1, 3)",2000,all,1.4,5,"{'tfidf__ngram_range': (1, 3), 'tfidf__max_features': 2000, 'select__k': 'all', 'nb__alpha': 1.4, 'adasyn__n_neighbors': 5}",0.5375762008642017,0.4784273195978308,0.5097294748717179,0.4798967723006311,0.40559880972131596,0.4822457154711396,0.0440719082561821,6
0.4103804588317871,0.03886511356420967,0.02057676315307617,0.0016654894540739792,"(1, 1)",3000,1000,0.8999999999999999,3,"{'tfidf__ngram_range': (1, 1), 'tfidf__max_features': 3000, 'select__k': 1000, 'nb__alpha': 0.8999999999999999, 'adasyn__n_neighbors': 3}",0.47528095020730526,0.45193533110623607,0.48826362456432015,0.5100596401509415,0.39726373920575914,0.4645606570469124,0.03856212344802611,21
